CountryCode,iso_code,Year,Week,Unique,RTotal
CZE,CZE,2023,14,CZE142023,0.010322161
CZE,CZE,2023,15,CZE152023,0.010828344
CZE,CZE,2023,16,CZE162023,0.010441263
CZE,CZE,2023,17,CZE172023,0.010078995
CZE,CZE,2023,18,CZE182023,0.010252685
CZE,CZE,2023,19,CZE192023,0.009577774
CZE,CZE,2023,20,CZE202023,0.009895379
CZE,CZE,2023,21,CZE212023,0.009423934
CZE,CZE,2023,22,CZE222023,0.009508298
CZE,CZE,2023,23,CZE232023,0.009528148
DEUTNP,DEU,2017,1,DEU12017,0.013160607
DEUTNP,DEU,2017,2,DEU22017,0.01388539
DEUTNP,DEU,2017,3,DEU32017,0.013360677
DEUTNP,DEU,2017,4,DEU42017,0.013893569
DEUTNP,DEU,2017,5,DEU52017,0.014873159
DEUTNP,DEU,2017,6,DEU62017,0.014309439
DEUTNP,DEU,2017,7,DEU72017,0.014271061
DEUTNP,DEU,2017,8,DEU82017,0.014008704
DEUTNP,DEU,2017,9,DEU92017,0.013168157
DEUTNP,DEU,2017,10,DEU102017,0.012018066
DEUTNP,DEU,2017,11,DEU112017,0.011743127
DEUTNP,DEU,2017,12,DEU122017,0.011098246
DEUTNP,DEU,2017,13,DEU132017,0.011155499
DEUTNP,DEU,2017,14,DEU142017,0.010713205
DEUTNP,DEU,2017,15,DEU152017,0.010633302
DEUTNP,DEU,2017,16,DEU162017,0.010467206
DEUTNP,DEU,2017,17,DEU172017,0.011094471
DEUTNP,DEU,2017,18,DEU182017,0.010776749
DEUTNP,DEU,2017,19,DEU192017,0.010911388
DEUTNP,DEU,2017,20,DEU202017,0.010745291
DEUTNP,DEU,2017,21,DEU212017,0.010350184
DEUTNP,DEU,2017,22,DEU222017,0.010633931
DEUTNP,DEU,2017,23,DEU232017,0.009969547
DEUTNP,DEU,2017,24,DEU242017,0.010121172
DEUTNP,DEU,2017,25,DEU252017,0.010581712
DEUTNP,DEU,2017,26,DEU262017,0.010114252
DEUTNP,DEU,2017,27,DEU272017,0.010333197
DEUTNP,DEU,2017,28,DEU282017,0.009816663
DEUTNP,DEU,2017,29,DEU292017,0.010437007
DEUTNP,DEU,2017,30,DEU302017,0.010102927
DEUTNP,DEU,2017,31,DEU312017,0.010377237
DEUTNP,DEU,2017,32,DEU322017,0.009930539
DEUTNP,DEU,2017,33,DEU332017,0.010159551
DEUTNP,DEU,2017,34,DEU342017,0.009990938
DEUTNP,DEU,2017,35,DEU352017,0.010106702
DEUTNP,DEU,2017,36,DEU362017,0.009881465
DEUTNP,DEU,2017,37,DEU372017,0.010158292
DEUTNP,DEU,2017,38,DEU382017,0.010384158
DEUTNP,DEU,2017,39,DEU392017,0.010536413
DEUTNP,DEU,2017,40,DEU402017,0.010484193
DEUTNP,DEU,2017,41,DEU412017,0.01099129
DEUTNP,DEU,2017,42,DEU422017,0.010783041
DEUTNP,DEU,2017,43,DEU432017,0.010732708
DEUTNP,DEU,2017,44,DEU442017,0.01054585
DEUTNP,DEU,2017,45,DEU452017,0.010929004
DEUTNP,DEU,2017,46,DEU462017,0.011069305
DEUTNP,DEU,2017,47,DEU472017,0.011120895
DEUTNP,DEU,2017,48,DEU482017,0.011247355
DEUTNP,DEU,2017,49,DEU492017,0.011510341
DEUTNP,DEU,2017,50,DEU502017,0.011641833
DEUTNP,DEU,2017,51,DEU512017,0.011639317
DEUTNP,DEU,2017,52,DEU522017,0.011734948
DEUTNP,DEU,2018,1,DEU12018,0.012132113
DEUTNP,DEU,2018,2,DEU22018,0.011773331
DEUTNP,DEU,2018,3,DEU32018,0.01203489
DEUTNP,DEU,2018,4,DEU42018,0.012024855
DEUTNP,DEU,2018,5,DEU52018,0.012267597
DEUTNP,DEU,2018,6,DEU62018,0.012598781
DEUTNP,DEU,2018,7,DEU72018,0.013331399
DEUTNP,DEU,2018,8,DEU82018,0.014356313
DEUTNP,DEU,2018,9,DEU92018,0.016016622
DEUTNP,DEU,2018,10,DEU102018,0.016795656
DEUTNP,DEU,2018,11,DEU112018,0.015295294
DEUTNP,DEU,2018,12,DEU122018,0.014286689
DEUTNP,DEU,2018,13,DEU132018,0.013113119
DEUTNP,DEU,2018,14,DEU142018,0.012568673
DEUTNP,DEU,2018,15,DEU152018,0.012021091
DEUTNP,DEU,2018,16,DEU162018,0.011285336
DEUTNP,DEU,2018,17,DEU172018,0.010721446
DEUTNP,DEU,2018,18,DEU182018,0.010530764
DEUTNP,DEU,2018,19,DEU192018,0.010804869
DEUTNP,DEU,2018,20,DEU202018,0.010341964
DEUTNP,DEU,2018,21,DEU212018,0.010357646
DEUTNP,DEU,2018,22,DEU222018,0.010687575
DEUTNP,DEU,2018,23,DEU232018,0.010483721
DEUTNP,DEU,2018,24,DEU242018,0.009773683
DEUTNP,DEU,2018,25,DEU252018,0.009937393
DEUTNP,DEU,2018,26,DEU262018,0.010392771
DEUTNP,DEU,2018,27,DEU272018,0.010426015
DEUTNP,DEU,2018,28,DEU282018,0.010079777
DEUTNP,DEU,2018,29,DEU292018,0.010476194
DEUTNP,DEU,2018,30,DEU302018,0.011503616
DEUTNP,DEU,2018,31,DEU312018,0.012777545
DEUTNP,DEU,2018,32,DEU322018,0.011590176
DEUTNP,DEU,2018,33,DEU332018,0.010594116
DEUTNP,DEU,2018,34,DEU342018,0.010419742
DEUTNP,DEU,2018,35,DEU352018,0.01003587
DEUTNP,DEU,2018,36,DEU362018,0.010280495
DEUTNP,DEU,2018,37,DEU372018,0.010219025
DEUTNP,DEU,2018,38,DEU382018,0.010444205
DEUTNP,DEU,2018,39,DEU392018,0.010016426
DEUTNP,DEU,2018,40,DEU402018,0.010426015
DEUTNP,DEU,2018,41,DEU412018,0.010658722
DEUTNP,DEU,2018,42,DEU422018,0.010382108
DEUTNP,DEU,2018,43,DEU432018,0.010417234
DEUTNP,DEU,2018,44,DEU442018,0.010597252
DEUTNP,DEU,2018,45,DEU452018,0.011041966
DEUTNP,DEU,2018,46,DEU462018,0.010564008
DEUTNP,DEU,2018,47,DEU472018,0.011155497
DEUTNP,DEU,2018,48,DEU482018,0.011347433
DEUTNP,DEU,2018,49,DEU492018,0.011504871
DEUTNP,DEU,2018,50,DEU502018,0.011254601
DEUTNP,DEU,2018,51,DEU512018,0.011911324
DEUTNP,DEU,2018,52,DEU522018,0.011261501
DEUTNP,DEU,2019,1,DEU12019,0.011694055
DEUTNP,DEU,2019,2,DEU22019,0.011996951
DEUTNP,DEU,2019,3,DEU32019,0.01199257
DEUTNP,DEU,2019,4,DEU42019,0.012206601
DEUTNP,DEU,2019,5,DEU52019,0.012398727
DEUTNP,DEU,2019,6,DEU62019,0.01250449
DEUTNP,DEU,2019,7,DEU72019,0.012610254
DEUTNP,DEU,2019,8,DEU82019,0.012734792
DEUTNP,DEU,2019,9,DEU92019,0.013010778
DEUTNP,DEU,2019,10,DEU102019,0.012799877
DEUTNP,DEU,2019,11,DEU112019,0.012388088
DEUTNP,DEU,2019,12,DEU122019,0.011900575
DEUTNP,DEU,2019,13,DEU132019,0.011616453
DEUTNP,DEU,2019,14,DEU142019,0.011684668
DEUTNP,DEU,2019,15,DEU152019,0.011172122
DEUTNP,DEU,2019,16,DEU162019,0.011320441
DEUTNP,DEU,2019,17,DEU172019,0.011198406
DEUTNP,DEU,2019,18,DEU182019,0.010695248
DEUTNP,DEU,2019,19,DEU192019,0.010712771
DEUTNP,DEU,2019,20,DEU202019,0.010836057
DEUTNP,DEU,2019,21,DEU212019,0.010688989
DEUTNP,DEU,2019,22,DEU222019,0.010589484
DEUTNP,DEU,2019,23,DEU232019,0.010946201
DEUTNP,DEU,2019,24,DEU242019,0.010316001
DEUTNP,DEU,2019,25,DEU252019,0.010413003
DEUTNP,DEU,2019,26,DEU262019,0.011213426
DEUTNP,DEU,2019,27,DEU272019,0.010358557
DEUTNP,DEU,2019,28,DEU282019,0.010212741
DEUTNP,DEU,2019,29,DEU292019,0.010548806
DEUTNP,DEU,2019,30,DEU302019,0.012284828
DEUTNP,DEU,2019,31,DEU312019,0.010660202
DEUTNP,DEU,2019,32,DEU322019,0.010351047
DEUTNP,DEU,2019,33,DEU332019,0.009971801
DEUTNP,DEU,2019,34,DEU342019,0.010177695
DEUTNP,DEU,2019,35,DEU352019,0.011037571
DEUTNP,DEU,2019,36,DEU362019,0.010005595
DEUTNP,DEU,2019,37,DEU372019,0.010202728
DEUTNP,DEU,2019,38,DEU382019,0.010326014
DEUTNP,DEU,2019,39,DEU392019,0.010890503
DEUTNP,DEU,2019,40,DEU402019,0.010575716
DEUTNP,DEU,2019,41,DEU412019,0.011055719
DEUTNP,DEU,2019,42,DEU422019,0.011085133
DEUTNP,DEU,2019,43,DEU432019,0.010843567
DEUTNP,DEU,2019,44,DEU442019,0.010944324
DEUTNP,DEU,2019,45,DEU452019,0.011176502
DEUTNP,DEU,2019,46,DEU462019,0.011416191
DEUTNP,DEU,2019,47,DEU472019,0.011599556
DEUTNP,DEU,2019,48,DEU482019,0.011628344
DEUTNP,DEU,2019,49,DEU492019,0.011980054
DEUTNP,DEU,2019,50,DEU502019,0.01195377
DEUTNP,DEU,2019,51,DEU512019,0.011929363
DEUTNP,DEU,2019,52,DEU522019,0.01139241
DEUTNP,DEU,2020,1,DEU12020,0.011806723
DEUTNP,DEU,2020,2,DEU22020,0.012134983
DEUTNP,DEU,2020,3,DEU32020,0.011850491
DEUTNP,DEU,2020,4,DEU42020,0.011771709
DEUTNP,DEU,2020,5,DEU52020,0.012363827
DEUTNP,DEU,2020,6,DEU62020,0.011903638
DEUTNP,DEU,2020,7,DEU72020,0.012285045
DEUTNP,DEU,2020,8,DEU82020,0.011850491
DEUTNP,DEU,2020,9,DEU92020,0.012195633
DEUTNP,DEU,2020,10,DEU102020,0.012296925
DEUTNP,DEU,2020,11,DEU112020,0.012410722
DEUTNP,DEU,2020,12,DEU122020,0.012331314
DEUTNP,DEU,2020,13,DEU132020,0.012303803
DEUTNP,DEU,2020,14,DEU142020,0.012919055
DEUTNP,DEU,2020,15,DEU152020,0.012819014
DEUTNP,DEU,2020,16,DEU162020,0.012043071
DEUTNP,DEU,2020,17,DEU172020,0.01160289
DEUTNP,DEU,2020,18,DEU182020,0.011204601
DEUTNP,DEU,2020,19,DEU192020,0.011036407
DEUTNP,DEU,2020,20,DEU202020,0.01062999
DEUTNP,DEU,2020,21,DEU212020,0.010731282
DEUTNP,DEU,2020,22,DEU222020,0.010489307
DEUTNP,DEU,2020,23,DEU232020,0.010793182
DEUTNP,DEU,2020,24,DEU242020,0.010379888
DEUTNP,DEU,2020,25,DEU252020,0.010254836
DEUTNP,DEU,2020,26,DEU262020,0.010812565
DEUTNP,DEU,2020,27,DEU272020,0.010289851
DEUTNP,DEU,2020,28,DEU282020,0.010092895
DEUTNP,DEU,2020,29,DEU292020,0.010339871
DEUTNP,DEU,2020,30,DEU302020,0.010558711
DEUTNP,DEU,2020,31,DEU312020,0.010900101
DEUTNP,DEU,2020,32,DEU322020,0.010923236
DEUTNP,DEU,2020,33,DEU332020,0.012330063
DEUTNP,DEU,2020,34,DEU342020,0.010978884
DEUTNP,DEU,2020,35,DEU352020,0.010414277
DEUTNP,DEU,2020,36,DEU362020,0.010497436
DEUTNP,DEU,2020,37,DEU372020,0.01072628
DEUTNP,DEU,2020,38,DEU382020,0.010976382
DEUTNP,DEU,2020,39,DEU392020,0.01090823
DEUTNP,DEU,2020,40,DEU402020,0.011013273
DEUTNP,DEU,2020,41,DEU412020,0.010942619
DEUTNP,DEU,2020,42,DEU422020,0.011100809
DEUTNP,DEU,2020,43,DEU432020,0.011622273
DEUTNP,DEU,2020,44,DEU442020,0.011619772
DEUTNP,DEU,2020,45,DEU452020,0.011884255
DEUTNP,DEU,2020,46,DEU462020,0.01233444
DEUTNP,DEU,2020,47,DEU472020,0.012618932
DEUTNP,DEU,2020,48,DEU482020,0.01332047
DEUTNP,DEU,2020,49,DEU492020,0.014133304
DEUTNP,DEU,2020,50,DEU502020,0.015008038
DEUTNP,DEU,2020,51,DEU512020,0.015458848
DEUTNP,DEU,2020,52,DEU522020,0.015977811
DEUTNP,DEU,2020,53,DEU532020,0.015969683
DEUTNP,DEU,2021,1,DEU12021,0.015601635
DEUTNP,DEU,2021,2,DEU22021,0.015359336
DEUTNP,DEU,2021,3,DEU32021,0.01510702
DEUTNP,DEU,2021,4,DEU42021,0.014196054
DEUTNP,DEU,2021,5,DEU52021,0.013631943
DEUTNP,DEU,2021,6,DEU62021,0.013114163
DEUTNP,DEU,2021,7,DEU72021,0.012830543
DEUTNP,DEU,2021,8,DEU82021,0.011882637
DEUTNP,DEU,2021,9,DEU92021,0.011554564
DEUTNP,DEU,2021,10,DEU102021,0.011649104
DEUTNP,DEU,2021,11,DEU112021,0.01150385
DEUTNP,DEU,2021,12,DEU122021,0.011543294
DEUTNP,DEU,2021,13,DEU132021,0.01159526
DEUTNP,DEU,2021,14,DEU142021,0.011816271
DEUTNP,DEU,2021,15,DEU152021,0.011957142
DEUTNP,DEU,2021,16,DEU162021,0.012072343
DEUTNP,DEU,2021,17,DEU172021,0.012243267
DEUTNP,DEU,2021,18,DEU182021,0.01210177
DEUTNP,DEU,2021,19,DEU192021,0.011632199
DEUTNP,DEU,2021,20,DEU202021,0.011151359
DEUTNP,DEU,2021,21,DEU212021,0.010764433
DEUTNP,DEU,2021,22,DEU222021,0.011389275
DEUTNP,DEU,2021,23,DEU232021,0.01092033
DEUTNP,DEU,2021,24,DEU242021,0.011943368
DEUTNP,DEU,2021,25,DEU252021,0.010763181
DEUTNP,DEU,2021,26,DEU262021,0.010651736
DEUTNP,DEU,2021,27,DEU272021,0.01063984
DEUTNP,DEU,2021,28,DEU282021,0.011058071
DEUTNP,DEU,2021,29,DEU292021,0.011027392
DEUTNP,DEU,2021,30,DEU302021,0.010775703
DEUTNP,DEU,2021,31,DEU312021,0.010656745
DEUTNP,DEU,2021,32,DEU322021,0.010994209
DEUTNP,DEU,2021,33,DEU332021,0.01095727
DEUTNP,DEU,2021,34,DEU342021,0.010738137
DEUTNP,DEU,2021,35,DEU352021,0.010857095
DEUTNP,DEU,2021,36,DEU362021,0.011820027
DEUTNP,DEU,2021,37,DEU372021,0.011305378
DEUTNP,DEU,2021,38,DEU382021,0.011367988
DEUTNP,DEU,2021,39,DEU392021,0.011350457
DEUTNP,DEU,2021,40,DEU402021,0.011400544
DEUTNP,DEU,2021,41,DEU412021,0.011863854
DEUTNP,DEU,2021,42,DEU422021,0.012372242
DEUTNP,DEU,2021,43,DEU432021,0.012764177
DEUTNP,DEU,2021,44,DEU442021,0.012788595
DEUTNP,DEU,2021,45,DEU452021,0.013192425
DEUTNP,DEU,2021,46,DEU462021,0.013989443
DEUTNP,DEU,2021,47,DEU472021,0.014571084
DEUTNP,DEU,2021,48,DEU482021,0.015142082
DEUTNP,DEU,2021,49,DEU492021,0.015046289
DEUTNP,DEU,2021,50,DEU502021,0.014405795
DEUTNP,DEU,2021,51,DEU512021,0.014073965
DEUTNP,DEU,2021,52,DEU522021,0.013883007
DEUTNP,DEU,2022,1,DEU12022,0.013098163
DEUTNP,DEU,2022,2,DEU22022,0.012502564
DEUTNP,DEU,2022,3,DEU32022,0.012454866
DEUTNP,DEU,2022,4,DEU42022,0.012692729
DEUTNP,DEU,2022,5,DEU52022,0.012990215
DEUTNP,DEU,2022,6,DEU62022,0.012862811
DEUTNP,DEU,2022,7,DEU72022,0.013283308
DEUTNP,DEU,2022,8,DEU82022,0.012787498
DEUTNP,DEU,2022,9,DEU92022,0.013061135
DEUTNP,DEU,2022,10,DEU102022,0.013337282
DEUTNP,DEU,2022,11,DEU112022,0.013403808
DEUTNP,DEU,2022,12,DEU122022,0.013327868
DEUTNP,DEU,2022,13,DEU132022,0.013106322
DEUTNP,DEU,2022,14,DEU142022,0.013150255
DEUTNP,DEU,2022,15,DEU152022,0.01271093
DEUTNP,DEU,2022,16,DEU162022,0.012287922
DEUTNP,DEU,2022,17,DEU172022,0.012151104
DEUTNP,DEU,2022,18,DEU182022,0.012065749
DEUTNP,DEU,2022,19,DEU192022,0.012090854
DEUTNP,DEU,2022,20,DEU202022,0.011651529
DEUTNP,DEU,2022,21,DEU212022,0.010814928
DEUTNP,DEU,2022,22,DEU222022,0.011362202
DEUTNP,DEU,2022,23,DEU232022,0.011271826
DEUTNP,DEU,2022,24,DEU242022,0.011608851
DEUTNP,DEU,2022,25,DEU252022,0.011961567
DEUTNP,DEU,2022,26,DEU262022,0.011649646
DEUTNP,DEU,2022,27,DEU272022,0.01139421
DEUTNP,DEU,2022,28,DEU282022,0.011936462
DEUTNP,DEU,2022,29,DEU292022,0.013171593
DEUTNP,DEU,2022,30,DEU302022,0.012738544
DEUTNP,DEU,2022,31,DEU312022,0.012534572
DEUTNP,DEU,2022,32,DEU322022,0.012446707
DEUTNP,DEU,2022,33,DEU332022,0.012509468
DEUTNP,DEU,2022,34,DEU342022,0.011919517
DEUTNP,DEU,2022,35,DEU352022,0.011481447
DEUTNP,DEU,2022,36,DEU362022,0.011784581
DEUTNP,DEU,2022,37,DEU372022,0.01147015
DEUTNP,DEU,2022,38,DEU382022,0.012000478
DEUTNP,DEU,2022,39,DEU392022,0.012804443
DEUTNP,DEU,2022,40,DEU402022,0.012945655
DEUTNP,DEU,2022,41,DEU412022,0.013675562
DEUTNP,DEU,2022,42,DEU422022,0.013693763
DEUTNP,DEU,2022,43,DEU432022,0.013461548
DEUTNP,DEU,2022,44,DEU442022,0.012510095
DEUTNP,DEU,2022,45,DEU452022,0.012670135
DEUTNP,DEU,2022,46,DEU462022,0.013069921
DEUTNP,DEU,2022,47,DEU472022,0.013462803
DEUTNP,DEU,2022,48,DEU482022,0.013978696
DEUTNP,DEU,2022,49,DEU492022,0.015141025
DEUTNP,DEU,2022,50,DEU502022,0.016303354
DEUTNP,DEU,2022,51,DEU512022,0.018001031
DEUTNP,DEU,2022,52,DEU522022,0.017120498
DEUTNP,DEU,2023,1,DEU12023,0.015946272
DEUTNP,DEU,2023,2,DEU22023,0.01424891
DEUTNP,DEU,2023,3,DEU32023,0.013322218
DEUTNP,DEU,2023,4,DEU42023,0.012951038
DEUTNP,DEU,2023,5,DEU52023,0.013228479
DEUTNP,DEU,2023,6,DEU62023,0.012859816
DEUTNP,DEU,2023,7,DEU72023,0.013160534
DEUTNP,DEU,2023,8,DEU82023,0.01310643
DEUTNP,DEU,2023,9,DEU92023,0.013211493
DEUTNP,DEU,2023,10,DEU102023,0.013762601
DEUTNP,DEU,2023,11,DEU112023,0.01367075
DEUTNP,DEU,2023,12,DEU122023,0.013375064
DEUTNP,DEU,2023,13,DEU132023,0.012985639
DEUTNP,DEU,2023,14,DEU142023,0.012481086
DEUTNP,DEU,2023,15,DEU152023,0.012586149
DEUTNP,DEU,2023,16,DEU162023,0.01242132
DEUTNP,DEU,2023,17,DEU172023,0.012067755
DEUTNP,DEU,2023,18,DEU182023,0.01188594
DEUTNP,DEU,2023,19,DEU192023,0.011770811
DEUTNP,DEU,2023,20,DEU202023,0.011439895
DEUTNP,DEU,2023,21,DEU212023,0.011404664
DEUTNP,DEU,2023,22,DEU222023,0.011190764
DEUTNP,DEU,2023,23,DEU232023,0.011409697
DNK,DNK,2017,1,DNK12017,0.010039677
DNK,DNK,2017,2,DNK22017,0.010021636
DNK,DNK,2017,3,DNK32017,0.009913391
DNK,DNK,2017,4,DNK42017,0.009958493
DNK,DNK,2017,5,DNK52017,0.010923673
DNK,DNK,2017,6,DNK62017,0.009922412
DNK,DNK,2017,7,DNK72017,0.01107702
DNK,DNK,2017,8,DNK82017,0.010427553
DNK,DNK,2017,9,DNK92017,0.010635021
DNK,DNK,2017,10,DNK102017,0.009931432
DNK,DNK,2017,11,DNK112017,0.010211064
DNK,DNK,2017,12,DNK122017,0.010156942
DNK,DNK,2017,13,DNK132017,0.00939021
DNK,DNK,2017,14,DNK142017,0.00891213
DNK,DNK,2017,15,DNK152017,0.009101558
DNK,DNK,2017,16,DNK162017,0.008722702
DNK,DNK,2017,17,DNK172017,0.008785845
DNK,DNK,2017,18,DNK182017,0.009552576
DNK,DNK,2017,19,DNK192017,0.00915568
DNK,DNK,2017,20,DNK202017,0.009218823
DNK,DNK,2017,21,DNK212017,0.008740743
DNK,DNK,2017,22,DNK222017,0.008623478
DNK,DNK,2017,23,DNK232017,0.008885069
DNK,DNK,2017,24,DNK242017,0.009227843
DNK,DNK,2017,25,DNK252017,0.008839967
DNK,DNK,2017,26,DNK262017,0.008461111
DNK,DNK,2017,27,DNK272017,0.008163439
DNK,DNK,2017,28,DNK282017,0.008488172
DNK,DNK,2017,29,DNK292017,0.008397969
DNK,DNK,2017,30,DNK302017,0.008343846
DNK,DNK,2017,31,DNK312017,0.00842503
DNK,DNK,2017,32,DNK322017,0.008406989
DNK,DNK,2017,33,DNK332017,0.008172459
DNK,DNK,2017,34,DNK342017,0.008596417
DNK,DNK,2017,35,DNK352017,0.008578376
DNK,DNK,2017,36,DNK362017,0.008280704
DNK,DNK,2017,37,DNK372017,0.008939191
DNK,DNK,2017,38,DNK382017,0.008830946
DNK,DNK,2017,39,DNK392017,0.008867028
DNK,DNK,2017,40,DNK402017,0.008821926
DNK,DNK,2017,41,DNK412017,0.008885069
DNK,DNK,2017,42,DNK422017,0.008749763
DNK,DNK,2017,43,DNK432017,0.00842503
DNK,DNK,2017,44,DNK442017,0.008803885
DNK,DNK,2017,45,DNK452017,0.008623478
DNK,DNK,2017,46,DNK462017,0.009651801
DNK,DNK,2017,47,DNK472017,0.009119598
DNK,DNK,2017,48,DNK482017,0.009263924
DNK,DNK,2017,49,DNK492017,0.009624739
DNK,DNK,2017,50,DNK502017,0.009940453
DNK,DNK,2017,51,DNK512017,0.009543556
DNK,DNK,2017,52,DNK522017,0.010229105
DNK,DNK,2018,1,DNK12018,0.010178124
DNK,DNK,2018,2,DNK22018,0.010196075
DNK,DNK,2018,3,DNK32018,0.010375584
DNK,DNK,2018,4,DNK42018,0.010043493
DNK,DNK,2018,5,DNK52018,0.010384559
DNK,DNK,2018,6,DNK62018,0.010644846
DNK,DNK,2018,7,DNK72018,0.011353904
DNK,DNK,2018,8,DNK82018,0.011309027
DNK,DNK,2018,9,DNK92018,0.011874478
DNK,DNK,2018,10,DNK102018,0.012000134
DNK,DNK,2018,11,DNK112018,0.011246199
DNK,DNK,2018,12,DNK122018,0.011542388
DNK,DNK,2018,13,DNK132018,0.010644846
DNK,DNK,2018,14,DNK142018,0.010214026
DNK,DNK,2018,15,DNK152018,0.010447387
DNK,DNK,2018,16,DNK162018,0.00944214
DNK,DNK,2018,17,DNK172018,0.009047222
DNK,DNK,2018,18,DNK182018,0.009065172
DNK,DNK,2018,19,DNK192018,0.009199804
DNK,DNK,2018,20,DNK202018,0.009083123
DNK,DNK,2018,21,DNK212018,0.008553574
DNK,DNK,2018,22,DNK222018,0.008768984
DNK,DNK,2018,23,DNK232018,0.009056197
DNK,DNK,2018,24,DNK242018,0.008445869
DNK,DNK,2018,25,DNK252018,0.008598451
DNK,DNK,2018,26,DNK262018,0.008212508
DNK,DNK,2018,27,DNK272018,0.009038246
DNK,DNK,2018,28,DNK282018,0.008715131
DNK,DNK,2018,29,DNK292018,0.008921566
DNK,DNK,2018,30,DNK302018,0.009792181
DNK,DNK,2018,31,DNK312018,0.009729353
DNK,DNK,2018,32,DNK322018,0.009235705
DNK,DNK,2018,33,DNK332018,0.009128
DNK,DNK,2018,34,DNK342018,0.008885664
DNK,DNK,2018,35,DNK352018,0.008392016
DNK,DNK,2018,36,DNK362018,0.008751033
DNK,DNK,2018,37,DNK372018,0.008517672
DNK,DNK,2018,38,DNK382018,0.008921566
DNK,DNK,2018,39,DNK392018,0.008526647
DNK,DNK,2018,40,DNK402018,0.009271607
DNK,DNK,2018,41,DNK412018,0.008903615
DNK,DNK,2018,42,DNK422018,0.008598451
DNK,DNK,2018,43,DNK432018,0.008733082
DNK,DNK,2018,44,DNK442018,0.009038246
DNK,DNK,2018,45,DNK452018,0.008903615
DNK,DNK,2018,46,DNK462018,0.008562549
DNK,DNK,2018,47,DNK472018,0.008939517
DNK,DNK,2018,48,DNK482018,0.008921566
DNK,DNK,2018,49,DNK492018,0.009738329
DNK,DNK,2018,50,DNK502018,0.009370337
DNK,DNK,2018,51,DNK512018,0.009837058
DNK,DNK,2018,52,DNK522018,0.009029271
DNK,DNK,2019,1,DNK12019,0.010106331
DNK,DNK,2019,2,DNK22019,0.010329923
DNK,DNK,2019,3,DNK32019,0.009999007
DNK,DNK,2019,4,DNK42019,0.009703867
DNK,DNK,2019,5,DNK52019,0.01081288
DNK,DNK,2019,6,DNK62019,0.01117957
DNK,DNK,2019,7,DNK72019,0.010517739
DNK,DNK,2019,8,DNK82019,0.009927458
DNK,DNK,2019,9,DNK92019,0.009748585
DNK,DNK,2019,10,DNK102019,0.009399782
DNK,DNK,2019,11,DNK112019,0.009507106
DNK,DNK,2019,12,DNK122019,0.009292459
DNK,DNK,2019,13,DNK132019,0.009140416
DNK,DNK,2019,14,DNK142019,0.009703867
DNK,DNK,2019,15,DNK152019,0.009104642
DNK,DNK,2019,16,DNK162019,0.009355064
DNK,DNK,2019,17,DNK172019,0.009077811
DNK,DNK,2019,18,DNK182019,0.009542881
DNK,DNK,2019,19,DNK192019,0.009194078
DNK,DNK,2019,20,DNK202019,0.008711121
DNK,DNK,2019,21,DNK212019,0.008675346
DNK,DNK,2019,22,DNK222019,0.008791614
DNK,DNK,2019,23,DNK232019,0.008863163
DNK,DNK,2019,24,DNK242019,0.008666403
DNK,DNK,2019,25,DNK252019,0.009077811
DNK,DNK,2019,26,DNK262019,0.008961543
DNK,DNK,2019,27,DNK272019,0.008362318
DNK,DNK,2019,28,DNK282019,0.008523304
DNK,DNK,2019,29,DNK292019,0.008737952
DNK,DNK,2019,30,DNK302019,0.008648515
DNK,DNK,2019,31,DNK312019,0.008603797
DNK,DNK,2019,32,DNK322019,0.008371262
DNK,DNK,2019,33,DNK332019,0.008326544
DNK,DNK,2019,34,DNK342019,0.008997318
DNK,DNK,2019,35,DNK352019,0.008907881
DNK,DNK,2019,36,DNK362019,0.008791614
DNK,DNK,2019,37,DNK372019,0.008639572
DNK,DNK,2019,38,DNK382019,0.009006262
DNK,DNK,2019,39,DNK392019,0.009086754
DNK,DNK,2019,40,DNK402019,0.008693234
DNK,DNK,2019,41,DNK412019,0.009238797
DNK,DNK,2019,42,DNK422019,0.008925769
DNK,DNK,2019,43,DNK432019,0.009176191
DNK,DNK,2019,44,DNK442019,0.008532248
DNK,DNK,2019,45,DNK452019,0.009355064
DNK,DNK,2019,46,DNK462019,0.009274571
DNK,DNK,2019,47,DNK472019,0.009453444
DNK,DNK,2019,48,DNK482019,0.009793303
DNK,DNK,2019,49,DNK492019,0.009873796
DNK,DNK,2019,50,DNK502019,0.009900627
DNK,DNK,2019,51,DNK512019,0.00931929
DNK,DNK,2019,52,DNK522019,0.009283515
DNK,DNK,2020,1,DNK12020,0.009960307
DNK,DNK,2020,2,DNK22020,0.010254568
DNK,DNK,2020,3,DNK32020,0.009550124
DNK,DNK,2020,4,DNK42020,0.009211277
DNK,DNK,2020,5,DNK52020,0.009755215
DNK,DNK,2020,6,DNK62020,0.00962146
DNK,DNK,2020,7,DNK72020,0.00944312
DNK,DNK,2020,8,DNK82020,0.009220194
DNK,DNK,2020,9,DNK92020,0.009139941
DNK,DNK,2020,10,DNK102020,0.009460954
DNK,DNK,2020,11,DNK112020,0.009505539
DNK,DNK,2020,12,DNK122020,0.010165398
DNK,DNK,2020,13,DNK132020,0.009915722
DNK,DNK,2020,14,DNK142020,0.01030807
DNK,DNK,2020,15,DNK152020,0.010192149
DNK,DNK,2020,16,DNK162020,0.009612543
